,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,23,23,23,23,23,45,45,44,44,44,44
Reserves,692,762,909,1208,1589,1732,1991,2031,1778,1718,2032,2259,2362
Borrowings,156,115,38,36,671,473,326,110,210,101,282,91,107
Other Liabilities,315,324,333,410,409,376,458,633,644,656,692,703,806
Total Liabilities,1177,1216,1302,1676,2692,2603,2798,2819,2678,2520,3050,3096,3319
Fixed Assets,408,397,396,453,1918,1994,1802,1680,1459,1132,1344,1245,1176
CWIP,77,47,12,29,67,22,30,36,8,6,3,6,3
Investments,80,163,296,501,104,128,314,187,156,255,303,293,434
Other Assets,612,609,599,693,604,460,652,915,1055,1126,1400,1551,1706
Total Assets,1177,1216,1302,1676,2692,2603,2798,2819,2678,2520,3050,3096,3319
