,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.87,71.8,72.87,70.86,66.69,61.23,61.33
Public,29.13,28.2,27.13,29.14,33.31,38.77,38.68
No. of Shareholders,132.0,172.0,166.0,788.0,2595.0,6561.0,6131.0
