,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-3,-32,-13,24,-48,-38,71,111,16,51
Cash from Investing Activity,-9,-3,-15,-6,-13,-7,-21,-98,-4,-70
Cash from Financing Activity,12,36,29,-20,59,45,-50,-10,-14,20
Net Cash Flow,0,1,1,-2,-2,0,1,3,-2,1
