,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-18,89,18,-96,14,23,-30,-10,65,-45
Cash from Investing Activity,-150,-22,-24,110,-5,0,53,7,-40,-71
Cash from Financing Activity,136,-60,-2,4,-27,-19,-15,0,-1,94
Net Cash Flow,-32,7,-7,18,-18,4,8,-2,25,-22
