,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,5.0,0,6,5,16,15,25,16,5,5
Inventory Days,568.0,580,899,319,424,174,202,9,8,13
Days Payable,0.0,0,0,0,0,0,0,0,0,0
Cash Conversion Cycle,572.0,581,906,323,440,189,226,25,13,18
Working Capital Days,76.0,400,345,570,152,99,131,52,57,110
ROCE %,,8,6,6,4,3,0,9,10,3
