,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.0,7,11,11,32,32
Reserves,,13,10,13,19,17
Borrowings,,10,10,13,12,14
Other Liabilities,,2,4,9,9,-11
Total Liabilities,,31,36,45,73,52
Fixed Assets,,1,1,1,1,2
CWIP,,0,1,2,2,2
Investments,,0,0,0,0,2
Other Assets,,31,34,43,70,47
Total Assets,,31,36,45,73,52
