,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,22.67,32.44,35.29,23.02,35.2,54.19,75.19,46.31,48.46,67.9,58.2,56.09,36.59
Expenses,21.19,31.34,34.18,22.91,34.36,53.34,74.21,45.65,48.67,67.42,56.92,55.29,35.99
Operating Profit,1.48,1.1,1.11,0.11,0.84,0.85,0.98,0.66,-0.21,0.48,1.28,0.8,0.6
OPM %,6.53,3.39,3.15,0.48,2.39,1.57,1.3,1.43,-0.43,0.71,2.2,1.43,1.64
Other Income,0.0,0.04,0.0,0.42,0.06,0.0,0.11,0.02,1.03,0.6,0.36,0.15,0.12
Interest,0.2,0.31,0.29,0.2,0.24,0.18,0.2,0.21,0.23,0.33,0.3,0.34,0.31
Depreciation,0.16,0.01,0.01,0.03,0.04,0.04,0.05,0.02,0.02,0.02,0.12,0.03,0.03
Profit before tax,1.12,0.82,0.81,0.3,0.62,0.63,0.84,0.45,0.57,0.73,1.22,0.58,0.38
Tax %,26.79,24.39,25.93,13.33,25.81,25.4,20.24,15.56,26.32,26.03,21.31,20.69,26.32
Net Profit,0.82,0.62,0.61,0.25,0.46,0.47,0.66,0.39,0.42,0.54,0.97,0.46,0.28
EPS in Rs,0.26,0.19,0.19,0.08,0.14,0.16,0.21,0.13,0.14,0.18,0.31,0.16,0.1
