,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,95.0,82,63,73
Inventory Days,,19.0,12,7,20
Days Payable,,6.0,11,13,14
Cash Conversion Cycle,,108.0,82,57,79
Working Capital Days,,140.0,103,62,83
ROCE %,,,9,11,9
