,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4.19,2.95,-1.44,0.54,-4.33,-1.02,-0.2
Cash from Investing Activity,-2.14,-2.78,0.0,0.0,0.68,0.03,0.0
Cash from Financing Activity,5.86,1.66,-0.05,-0.84,3.68,1.2,-0.05
Net Cash Flow,-0.47,1.82,-1.49,-0.3,0.03,0.22,-0.25
