,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,56.0,47,46,63,59,62,56,63,78,46
Inventory Days,74.0,52,57,76,64,66,77,94,138,111
Days Payable,114.0,91,84,102,105,116,122,122,149,101
Cash Conversion Cycle,17.0,8,19,37,17,12,11,35,66,55
Working Capital Days,13.0,-6,26,45,17,40,38,34,72,47
ROCE %,,13,14,14,6,10,12,19,15,13
