,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,83,156,104,88,107,112,185,256,317,760
Cash from Investing Activity,-69,-56,6,-51,-31,-108,-258,-194,-211,-369
Cash from Financing Activity,-9,-101,-113,-28,-87,-4,108,-56,-56,-397
Net Cash Flow,6,-1,-4,9,-11,0,35,6,50,-5
