,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,24,26,26,311,352,352,352,352,352,352,352,352,352.0
Reserves,820,943,792,470,103,-281,-618,-901,114,-165,-123,-517,-714.0
Preference Capital,2,2,2,0,0,0,0,0,0,0,0,0,
Borrowings,2816,3703,4996,6342,8022,8320,8719,9853,5912,6303,5150,4072,3974.0
Other Liabilities,332,713,2808,2765,1760,2043,3112,3673,2919,3253,3538,3793,3133.0
Total Liabilities,3993,5385,8622,9888,10237,10435,11566,12978,9297,9743,8918,7699,6745.0
Fixed Assets,747,3125,7049,7185,8137,9541,9292,9233,4031,3942,219,189,172.0
CWIP,2622,1666,777,1938,1579,183,289,93,96,96,0,0,0.0
Investments,17,9,105,8,26,56,42,98,724,726,176,122,41.0
Other Assets,608,584,691,756,495,655,1943,3553,4446,4979,8523,7388,6532.0
Total Assets,3993,5385,8622,9888,10237,10435,11566,12978,9297,9743,8918,7699,6745.0
