,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,95.0,111.0,127.0,89.0,128.0,122.0,169.0,174.0,179.0,208.0,212.0,221.0,210.0
Expenses,73.0,89.0,106.0,78.0,108.0,106.0,152.0,152.0,154.0,180.0,189.0,195.0,185.0
Operating Profit,22.0,22.0,21.0,11.0,21.0,16.0,17.0,22.0,25.0,28.0,22.0,25.0,25.0
OPM %,23.0,20.0,16.0,13.0,16.0,13.0,10.0,13.0,14.0,14.0,11.0,12.0,12.0
Other Income,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,-2.0,2.0,2.0
Interest,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
Depreciation,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
Profit before tax,15.0,15.0,12.0,4.0,13.0,8.0,9.0,13.0,22.0,18.0,10.0,17.0,16.0
Tax %,27.0,25.0,14.0,26.0,25.0,32.0,25.0,26.0,24.0,25.0,22.0,23.0,24.0
Net Profit,11.0,12.0,11.0,3.0,10.0,5.0,7.0,10.0,17.0,14.0,8.0,13.0,12.0
EPS in Rs,2.97,3.2,2.92,0.87,2.8,1.52,1.91,2.66,4.61,3.86,2.16,3.63,3.46
