,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.19,1.83,1.83,3.37
Reserves,0.35,1.25,-0.64,-0.6900000000000001
Borrowings,0.05,0.17,3.0,5.88
Other Liabilities,0.0,2.32,6.2,8.27
Total Liabilities,1.59,5.57,10.39,15.92
Fixed Assets,0.0,2.6,6.01,8.06
CWIP,0.0,0.0,0.0,0.0
Investments,0.3,0.21,0.21,0.41
Other Assets,1.29,2.76,4.17,7.45
Total Assets,1.59,5.57,10.39,15.92
