,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,2.94,0.7
Inventory Days,,124.03,227.11
Days Payable,,88.59,107.76
Cash Conversion Cycle,0.0,38.38,120.05
Working Capital Days,182.5,85.36,35.66
ROCE %,,-27.63,-35.79
