,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.18,-1.58,-1.57
Cash from Investing Activity,-0.21,-0.95,-3.48
Cash from Financing Activity,1.29,1.73,4.72
Net Cash Flow,1.26,-0.8,-0.33
