,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72,73.72
FIIs,9.96,3.84,3.79,0.09,0.15,0.21,0.64,0.63,0.73,0.82,0.95,1.08
DIIs,4.22,10.06,9.99,13.53,13.69,13.68,13.51,13.48,13.26,13.22,13.01,13.0
Government,0.32,0.4,0.4,0.4,0.42,0.42,0.42,0.0,0.0,0.0,0.0,0.0
Public,11.79,11.98,12.1,12.26,12.01,11.97,11.7,12.15,12.27,12.22,12.32,12.19
No. of Shareholders,11980.0,14526.0,15021.0,14450.0,13778.0,14844.0,17199.0,17958.0,17227.0,18041.0,18422.0,18375.0
