,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,26.0,21.0,15.0,11.0,15.0,11.0,17.0,15.0,9.0,17.0,35.0,17.0,21.0
Expenses,24.0,22.0,38.0,15.0,16.0,19.0,20.0,12.0,10.0,11.0,35.0,9.0,11.0
Operating Profit,2.0,-1.0,-23.0,-5.0,-1.0,-8.0,-3.0,3.0,-0.0,6.0,-1.0,8.0,10.0
OPM %,7.0,-3.0,-154.0,-44.0,-5.0,-75.0,-18.0,19.0,-2.0,35.0,-2.0,47.0,48.0
Other Income,0.0,2.0,9.0,1.0,12.0,2.0,6.0,3.0,3.0,2.0,12.0,12.0,1.0
Interest,2.0,6.0,7.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,13.0,11.0,11.0
Depreciation,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
Profit before tax,-4.0,-8.0,-24.0,-11.0,2.0,-16.0,-7.0,-5.0,-9.0,-4.0,-5.0,6.0,-5.0
Tax %,-16.0,-19.0,73.0,-9.0,101.0,-9.0,1.0,-9.0,-5.0,-19.0,-113.0,142.0,-129.0
Net Profit,-4.0,-10.0,-6.0,-12.0,-0.0,-18.0,-7.0,-5.0,-10.0,-4.0,-11.0,-3.0,-10.0
EPS in Rs,-8.57,-22.07,-18.82,-23.41,-0.07,-37.22,5.72,-9.73,-19.89,-9.55,-12.92,-2.47,-15.61
