,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,179.13,178.52,218.69,173.78,252.61,281.83,285.06,253.47,235.36,227.0,238.0,224.22,266.31
Expenses,157.52,154.63,175.14,139.57,197.72,225.2,242.02,218.13,222.0,247.93,238.01,216.99,250.0
Operating Profit,21.61,23.89,43.55,34.21,54.89,56.63,43.04,35.34,13.36,-20.93,-0.01,7.23,16.31
OPM %,12.06,13.38,19.91,19.69,21.73,20.09,15.1,13.94,5.68,-9.22,-0.0,3.22,6.12
Other Income,0.79,1.65,2.03,2.0,2.14,0.52,1.83,1.46,0.62,1.46,3.7,2.48,-0.51
Interest,8.47,7.9,8.3,8.62,7.6,4.7,8.06,10.1,9.47,8.68,7.88,9.74,11.85
Depreciation,8.32,8.22,8.23,8.21,8.16,8.18,7.97,8.06,8.39,8.55,8.4,7.39,5.03
Profit before tax,5.61,9.42,29.05,19.38,41.27,44.27,28.84,18.64,-3.88,-36.7,-12.59,-7.42,-1.08
Tax %,0.0,0.0,0.0,17.29,24.98,22.75,15.95,25.21,19.33,23.87,29.31,58.36,0.0
Net Profit,5.61,9.42,29.05,16.03,30.96,34.2,24.25,13.95,-3.13,-27.94,-8.9,-3.09,-1.08
EPS in Rs,4.68,7.85,24.21,13.36,25.8,28.5,20.21,11.62,-2.61,-23.28,-7.42,-2.58,-0.9
