,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,43.3,43.13,49.51,49.54,50.81,51.64,51.64,51.29,51.0
FIIs,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0
DIIs,0.08,0.07,0.06,0.0,0.01,0.0,0.0,0.0,0.0
Public,56.62,56.79,50.42,50.46,49.18,48.36,48.36,48.71,49.0
No. of Shareholders,4759.0,4863.0,4812.0,3754.0,3352.0,3281.0,4576.0,5077.0,7564.0
