,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8.89,14.07,13.54,6.99,16.4,12.29,16.74,12.83,14.35,15.62,11.13,12.21,19.36
Expenses,8.0,11.99,10.64,6.57,12.72,11.2,13.15,10.98,12.0,10.98,11.13,10.04,15.54
Operating Profit,0.89,2.08,2.9,0.42,3.68,1.09,3.59,1.85,2.35,4.64,0.0,2.17,3.82
OPM %,10.01,14.78,21.42,6.01,22.44,8.87,21.45,14.42,16.38,29.71,0.0,17.77,19.73
Other Income,0.42,0.39,0.33,0.29,0.24,0.32,0.55,0.34,0.13,0.29,0.5,0.12,0.27
Interest,0.3,0.26,0.23,0.15,0.14,0.16,0.13,0.11,0.09,0.03,0.03,0.11,0.13
Depreciation,0.24,0.24,0.24,0.23,0.23,0.24,0.23,0.19,0.37,0.13,0.11,0.2,0.18
Profit before tax,0.77,1.97,2.76,0.33,3.55,1.01,3.78,1.89,2.02,4.77,0.36,1.98,3.78
Tax %,24.68,23.86,36.59,24.24,25.07,25.74,11.38,25.4,25.25,25.58,41.67,25.25,22.22
Net Profit,0.57,1.5,1.74,0.24,2.65,0.76,3.35,1.41,1.51,3.54,0.21,1.48,2.94
EPS in Rs,1.22,3.22,3.73,0.51,5.68,1.63,7.18,3.02,3.24,7.59,0.45,3.17,6.31
