,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,11,43,18,61,71,17,12,70,36,35
Cash from Investing Activity,-21,-11,-63,-29,-21,-62,-94,-13,-31,-3,-4
Cash from Financing Activity,-2,8,23,7,-37,11,57,6,-43,-5,-57
Net Cash Flow,-18,8,2,-4,3,20,-20,6,-4,29,-26
