,2017-03-01,2018-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,,0.39,0.2
Cash from Investing Activity,,,,,1.38,-1.99
Cash from Financing Activity,,,,,-1.36,1.54
Net Cash Flow,,,,,0.41,-0.25
