,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,4.53,3.74,4.67,3.91,4.01
Expenses,4.42,3.57,4.51,3.73,3.79
Operating Profit,0.11,0.17,0.16,0.18,0.22
OPM %,2.43,4.55,3.43,4.6,5.49
Other Income,0.04,0.03,0.13,0.05,0.05
Interest,0.01,0.0,0.05,0.05,0.04
Depreciation,0.12,0.12,0.0,0.11,0.11
Profit before tax,0.02,0.08,0.24,0.07,0.12
Tax %,50.0,25.0,12.5,28.57,25.0
Net Profit,0.01,0.06,0.21,0.05,0.09
EPS in Rs,0.13,0.81,2.83,0.67,1.21
