,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.15,1.49,0.95,0.16,1.9,1.17,1.06,0.99,0.9,2.42,1.99,1.08,0.62
Expenses,0.6,1.57,1.59,0.62,2.22,1.59,1.62,1.4,1.39,2.86,2.71,1.69,1.24
Operating Profit,-0.45,-0.08,-0.64,-0.46,-0.32,-0.42,-0.56,-0.41,-0.49,-0.44,-0.72,-0.61,-0.62
OPM %,-300.0,-5.37,-67.37,-287.5,-16.84,-35.9,-52.83,-41.41,-54.44,-18.18,-36.18,-56.48,-100.0
Other Income,-0.06,0.21,0.71,0.27,0.38,0.08,0.01,0.3,0.05,0.03,0.05,0.09,0.06
Interest,0.08,0.06,-0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.01
Depreciation,0.25,0.19,-0.12,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01
Profit before tax,-0.84,-0.12,0.2,-0.2,0.05,-0.36,-0.57,-0.13,-0.44,-0.42,-0.69,-0.54,-0.58
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.85,-0.12,0.2,-0.2,0.05,-0.35,-0.56,-0.13,-0.44,-0.43,-0.69,-0.53,-0.57
EPS in Rs,-0.11,-0.01,0.02,-0.02,0.01,-0.04,-0.07,-0.02,-0.05,-0.05,-0.09,-0.07,-0.07
