,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,10.72,21.95,29.77,17.95,25.66,34.97,35.29,35.5,28.73,29.29,29.29,27.75,27.03
Expenses,9.15,11.66,19.0,5.5,12.19,16.84,14.4,11.57,10.9,10.24,9.18,19.61,20.76
Operating Profit,1.57,10.29,10.77,12.45,13.47,18.13,20.89,23.93,17.83,19.05,20.11,8.14,6.27
OPM %,14.65,46.88,36.18,69.36,52.49,51.84,59.2,67.41,62.06,65.04,68.66,29.33,23.20
Other Income,1.84,4.64,2.26,1.29,0.82,1.25,2.38,0.95,8.11,1.67,3.76,9.42,2.24
Interest,0.36,3.77,3.96,3.76,4.62,6.31,6.95,4.97,4.92,4.5,3.69,1.54,1.18
Depreciation,2.56,9.51,8.43,8.1,8.09,10.51,13.84,13.1,13.04,12.2,10.98,10.14,9.73
Profit before tax,0.49,1.65,0.64,1.88,1.58,2.56,2.48,6.81,7.98,4.02,9.2,5.88,-2.40
Tax %,-38.78,7.88,-9.38,18.09,18.35,17.97,24.19,15.42,13.28,15.17,14.02,26.53,
Net Profit,0.68,1.51,0.7,1.53,1.29,2.09,1.88,5.76,6.92,3.41,7.92,4.32,-2.39
EPS in Rs,0.07,0.15,0.07,0.15,0.12,0.15,0.14,0.42,0.51,0.25,0.58,0.32,-0.25
