,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.99,74.89,75.0,75.0,75.0,74.77,74.82,74.95
FIIs,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0
DIIs,0.37,0.52,0.52,0.52,0.05,0.05,0.04,0.05
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09
Public,24.63,24.59,24.48,24.48,24.95,25.18,25.04,24.92
No. of Shareholders,8675.0,17322.0,16286.0,15835.0,17894.0,37060.0,35138.0,36343.0
