,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,41.47,41.47,44.08,44.38,44.54,44.54,44.54,44.54,44.54
DIIs,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public,58.52,58.52,55.92,55.62,55.46,55.46,55.46,55.46,55.46
No. of Shareholders,4138.0,4412.0,3743.0,3574.0,3482.0,3413.0,3771.0,4086.0,3874.0
