,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,42.60,48.05,53.4,41.03,30.97,39.23,36.68,39.62,37.34,34.04,34.98,5.15,11.06
Expenses,41.40,46.89,52.16,39.9,30.55,38.53,35.95,39.49,36.74,32.53,34.61,3.11,6.13
Operating Profit,1.20,1.16,1.24,1.13,0.42,0.7,0.73,0.13,0.6,1.51,0.37,2.04,4.93
OPM %,2.82,2.41,2.32,2.75,1.36,1.78,1.99,0.33,1.61,4.44,1.06,39.61,44.58
Other Income,0.75,0.05,0.01,0.05,0.57,0.04,0.1,0.04,0.03,-0.67,2.4,0.14,-0.13
Interest,0.62,0.67,0.64,0.78,0.66,0.35,0.32,0.31,0.24,0.32,0.24,0.01,0.00
Depreciation,0.31,0.3,0.3,0.31,0.23,0.22,0.22,0.25,0.23,0.22,0.22,0.07,0.07
Profit before tax,1.02,0.24,0.31,0.09,0.1,0.17,0.29,-0.39,0.16,0.3,2.31,2.1,4.73
Tax %,19.61,20.83,19.35,22.22,20.0,23.53,20.69,0.0,0.0,73.33,8.66,35.24,
Net Profit,0.82,0.19,0.25,0.07,0.08,0.14,0.23,-0.39,0.16,0.08,2.11,1.35,3.08
EPS in Rs,,0.34,0.45,0.12,0.14,0.25,0.41,-0.69,0.28,0.14,3.75,2.4,5.33
