,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2849,-2502,4185,2069,2474,-2870,3482,2572,-10252,-4,463
Cash from Investing Activity,-1,-125,-204,-1551,-224,-97,101,324,-54,86,10
Cash from Financing Activity,-857,-4,211,138,528,2596,-2990,-5172,-429,-326,-186
Net Cash Flow,1991,-2632,4192,657,2777,-371,594,-2276,-10735,-244,288
