,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,54.05,54.05,54.05,54.05,54.05,54.05,54.05,54.05,54.05,54.05,54.05,54.05
FIIs,17.01,16.89,16.99,16.8,17.84,17.72,17.7,17.62,17.67,17.6,16.5,15.38
DIIs,7.45,9.14,9.64,10.47,11.45,11.43,11.39,11.35,11.27,11.26,11.16,11.08
Public,21.5,19.93,19.32,18.68,16.66,16.8,16.87,16.97,17.0,17.08,18.29,19.49
No. of Shareholders,43253.0,46038.0,41900.0,42236.0,36406.0,42341.0,45107.0,46725.0,40131.0,40742.0,73775.0,152938.0
