,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,27.0,30,22,11,8,8,13,17,15,16,11
Inventory Days,9.0,7,4,2,2,3,8,9,11,12,7
Days Payable,97.0,68,65,24,18,14,28,35,16,16,8
Cash Conversion Cycle,-60.0,-30,-39,-11,-9,-3,-7,-9,9,12,10
Working Capital Days,-56.0,-20,-33,-10,-8,-1,-5,-7,11,13,11
ROCE %,,14,18,20,17,14,12,11,9,9,11
