,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,70,75,67,72,62,42,76,49,47,40,35,45
Inventory Days,145,103,106,99,150,105,105,101,124,114,103,79
Days Payable,126,125,140,132,150,77,150,111,150,92,86,67
Cash Conversion Cycle,89,53,33,39,62,70,31,39,21,62,51,58
Working Capital Days,31,11,-4,8,7,-4,1,6,-33,14,-14,19
ROCE %,7,2,4,-6,-8,-6,-1,4,-4,2,3,8
