,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4.3,5.11,5.99,0.62,1.36,6.07,4.76,0.5,-0.11,0.7000000000000001
Cash from Investing Activity,-2.86,-1.02,-1.19,-2.54,-1.17,2.71,6.66,-0.21,0.01,0.01
Cash from Financing Activity,-1.1,-5.72,-4.6,1.56,-0.07,-8.59,-11.43,-1.39,0.06,-0.72
Net Cash Flow,0.34,-1.64,0.2,-0.36,0.12,0.19,-0.01,-1.09,-0.04,-0.01
