,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.07,0.09,0.02,0.02,0.03,0.02,0.00,1.03,0.02,0.67,1.0,0.06,0.07
Expenses,0.05,0.06,0.12,0.04,0.04,0.05,0.32,1.08,0.05,0.63,0.07,0.03,0.05
Operating Profit,0.02,0.03,-0.1,-0.02,-0.01,-0.03,-0.32,-0.05,-0.03,0.04,0.93,0.03,0.02
OPM %,28.57,33.33,-500.0,-100.0,-33.33,-150.0,,-4.85,-150.0,5.97,93.0,50.0,28.57
Other Income,0.0,0.0,0.0,0.0,0.0,0.08,0.42,0.52,0.1,-0.89,0.04,0.0,0.0
Interest,0.0,0.0,0.18,0.04,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.05,0.05,0.04,0.05,0.05,0.04,-0.05,0.01,0.01,0.0,-0.01,0.0,0.0
Profit before tax,-0.03,-0.02,-0.32,-0.11,-0.06,0.01,0.15,0.46,0.06,-0.85,0.98,0.03,0.02
Tax %,0.0,0.0,-18.75,0.0,0.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.03,-0.01,-0.38,-0.11,-0.06,0.01,0.15,0.46,0.06,-0.85,0.98,0.03,0.02
EPS in Rs,-0.1,-0.03,-1.24,-0.36,-0.2,0.03,0.49,1.51,0.2,-2.78,3.21,0.1,0.07
