,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,17.55,22.93,25.67,26.72,22.74,27.97,36.36,32.57,24.45,34.3,31.92,31.27,25.15
Expenses,13.55,17.17,16.54,17.16,16.42,19.37,26.06,23.93,15.88,24.53,23.92,21.46,17.82
Operating Profit,4.0,5.76,9.13,9.56,6.32,8.6,10.3,8.64,8.57,9.77,8.0,9.81,7.33
OPM %,22.79,25.12,35.57,35.78,27.79,30.75,28.33,26.53,35.05,28.48,25.06,31.37,29.15
Other Income,0.09,0.04,0.16,0.02,0.93,0.91,0.45,0.73,0.39,0.51,0.5,0.47,0.61
Interest,3.5,3.97,4.88,3.8,4.34,4.41,6.01,3.22,3.67,4.8,7.05,4.31,4.42
Depreciation,3.96,3.97,3.58,3.33,3.37,3.38,0.99,3.19,3.22,3.22,2.68,2.97,3.0
Profit before tax,-3.37,-2.14,0.83,2.45,-0.46,1.72,3.75,2.96,2.07,2.26,-1.23,3.0,0.52
Tax %,-41.84,-23.36,190.36,-112.24,30.43,6.98,30.13,-793.92,43.0,38.5,-2021.95,11.0,86.54
Net Profit,-4.78,-2.64,-0.75,5.2,-0.33,1.61,2.62,26.45,1.17,1.39,-26.1,2.67,0.07
EPS in Rs,-3.98,-2.2,-0.63,4.33,-0.28,1.34,2.18,22.05,0.98,1.16,-21.76,1.72,0.05
