,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,14,14,14
Reserves,41,178,191,161,168
Borrowings,140,70,83,90,112
Other Liabilities,446,121,37,44,108
Total Liabilities,641,383,324,310,402
Fixed Assets,13,13,4,3,4
CWIP,5,10,0,0,0
Investments,0,0,37,10,81
Other Assets,623,360,283,297,317
Total Assets,641,383,324,310,402
