,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,10,41,40,39,39
Reserves,415,509,582,592,604,680
Borrowings,307,149,84,175,328,438
Other Liabilities,234,206,242,298,310,429
Total Liabilities,965,874,948,1106,1281,1587
Fixed Assets,560,607,603,738,726,888
CWIP,61,16,10,3,118,108
Investments,19,16,3,0,4,0
Other Assets,326,235,332,365,433,591
Total Assets,965,874,948,1106,1281,1587
