,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,1785.0,1645.0,1544.0,2013.0,2555.0
Expenses,1559.0,1436.0,1362.0,1847.0,2325.0
Operating Profit,226.0,209.0,182.0,166.0,231.0
OPM %,13.0,13.0,12.0,8.0,9.0
Other Income,12.0,7.0,24.0,11.0,11.0
Interest,20.0,20.0,11.0,8.0,11.0
Depreciation,37.0,52.0,52.0,56.0,61.0
Profit before tax,181.0,144.0,143.0,113.0,170.0
Tax %,33.0,18.0,26.0,27.0,28.0
Net Profit,114.0,107.0,106.0,83.0,123.0
EPS in Rs,25.58,21.03,5.22,4.11,6.24
