,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,33.0,16,37,36,30
Inventory Days,31.0,33,41,33,31
Days Payable,39.0,34,55,47,35
Cash Conversion Cycle,26.0,14,24,22,27
Working Capital Days,7.0,-3,22,17,20
ROCE %,,23,20,16,20
