,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,176,246,128,144,139
Cash from Investing Activity,-297,-58,-6,-80,-161
Cash from Financing Activity,119,-186,-107,-81,23
Net Cash Flow,-3,2,15,-17,1
