,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.94,64.0,64.0,64.32,65.13,65.24,65.24,65.23,65.23
DIIs,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,36.04,36.0,35.98,35.66,34.85,34.75,34.75,34.76,34.76
No. of Shareholders,6169.0,5912.0,5637.0,4673.0,4541.0,4374.0,4269.0,4293.0,4298.0
