,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,9.0,5,21,10,30,93,136,25
Inventory Days,,398,4252,7254,23871,639480,,
Days Payable,,136,2,5,64,2887,,
Cash Conversion Cycle,9.0,267,4271,7259,23837,636687,136,25
Working Capital Days,51.0,119,2299,5454,20858,53010,44867,813
ROCE %,,10,8,3,2,1,1,6
