,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.77,7.05,10.47,13.69,17.59,21.43,23.03,25.91,30.32,34.46,32.87,37.97,42.7
Expenses,4.88,6.87,7.88,7.61,8.82,10.46,12.77,13.65,15.74,18.44,15.01,17.26,20.24
Operating Profit,1.89,0.18,2.59,6.08,8.77,10.97,10.26,12.26,14.58,16.02,17.86,20.71,22.46
OPM %,27.92,2.55,24.74,44.41,49.86,51.19,44.55,47.32,48.09,46.49,54.34,54.54,52.6
Other Income,0.01,1.8,0.37,0.01,0.06,0.06,0.11,0.11,0.06,0.05,0.03,0.0,0.24
Interest,1.13,0.55,1.92,3.52,5.15,7.25,8.45,9.99,12.17,13.75,14.88,17.34,18.16
Depreciation,0.34,0.42,0.35,0.81,1.03,1.38,1.53,1.66,2.08,1.86,2.11,1.9,1.99
Profit before tax,0.43,1.01,0.69,1.76,2.65,2.4,0.39,0.72,0.39,0.46,0.9,1.47,2.55
Tax %,13.95,159.41,-68.12,101.7,32.83,-1.25,146.15,120.83,30.77,91.3,46.67,28.57,46.67
Net Profit,0.37,-0.59,1.17,-0.03,1.78,2.43,-0.18,-0.15,0.27,0.03,0.48,1.06,1.36
EPS in Rs,0.05,-0.08,0.15,-0.0,0.23,0.31,-0.02,-0.01,0.02,0.0,0.04,0.09,0.12
