,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,19.0,19.0,30.0,76.0,123.0,148
Expenses,12.0,12.0,22.0,40.0,63.0,71
Operating Profit,8.0,8.0,8.0,36.0,60.0,77
OPM %,39.0,39.0,26.0,48.0,49.0,52
Other Income,0.0,0.0,0.0,0.0,1.0,0
Interest,5.0,2.0,4.0,24.0,51.0,64
Depreciation,0.0,0.0,1.0,5.0,8.0,8
Profit before tax,2.0,6.0,3.0,7.0,2.0,5
Tax %,12.0,27.0,53.0,45.0,74.0,
Net Profit,2.0,4.0,1.0,4.0,1.0,3
EPS in Rs,0.32,0.6,0.17,0.45,0.05,0.25
