,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.97,1.85,1.96,-2.36
Cash from Investing Activity,-1.49,-3.6,-0.39,-8.5
Cash from Financing Activity,0.5,0.78,-1.11,10.41
Net Cash Flow,0.97,-0.97,0.46,-0.45
