,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,801.0,885.0,825.0,986.0,962.0,952.0,810.0,791.0,859.0,928.0,846.0,1067.0,1197.0
Expenses,265.0,272.0,248.0,362.0,355.0,323.0,258.0,276.0,279.0,313.0,459.0,473.0,535.0
Operating Profit,536.0,613.0,577.0,624.0,607.0,629.0,552.0,515.0,580.0,615.0,387.0,594.0,663.0
OPM %,67.0,69.0,70.0,63.0,63.0,66.0,68.0,65.0,67.0,66.0,46.0,56.0,55.0
Other Income,3.0,6.0,16.0,7.0,7.0,13.0,30.0,14.0,18.0,19.0,26.0,14.0,17.0
Interest,289.0,278.0,271.0,261.0,287.0,283.0,250.0,261.0,270.0,301.0,347.0,366.0,388.0
Depreciation,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0
Profit before tax,240.0,331.0,312.0,360.0,317.0,349.0,322.0,259.0,318.0,322.0,54.0,230.0,278.0
Tax %,23.0,24.0,25.0,24.0,28.0,25.0,29.0,24.0,25.0,25.0,40.0,24.0,26.0
Net Profit,184.0,251.0,234.0,275.0,228.0,261.0,228.0,198.0,238.0,240.0,32.0,177.0,206.0
EPS in Rs,1.46,1.9,1.85,2.13,1.83,2.27,1.87,1.78,1.89,1.99,0.6,1.74,2.04
