,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,25.44,44.28,33.74,32.65,27.91,35.47,40.79,46.82,43.79,54.25,50.87,52.89,52.73
Expenses,23.33,41.01,30.95,29.71,25.11,31.03,34.43,39.83,37.51,43.01,46.24,48.5,45.74
Operating Profit,2.11,3.27,2.79,2.94,2.8,4.44,6.36,6.99,6.28,11.24,4.63,4.39,6.99
OPM %,8.29,7.38,8.27,9.0,10.03,12.52,15.59,14.93,14.34,20.72,9.1,8.3,13.26
Other Income,0.05,0.06,0.06,0.24,0.42,0.53,0.51,0.96,0.97,0.76,1.09,0.94,1.73
Interest,1.43,1.85,1.53,1.66,1.66,1.18,1.21,0.87,0.58,0.46,0.83,0.81,0.85
Depreciation,0.47,0.72,0.74,0.72,0.68,0.86,0.93,1.01,1.02,1.04,1.02,1.07,1.11
Profit before tax,0.26,0.76,0.58,0.8,0.88,2.93,4.73,6.07,5.65,10.5,3.87,3.45,6.76
Tax %,0.0,0.0,0.0,0.0,0.0,72.01,25.16,27.51,27.96,31.62,26.61,28.99,
Net Profit,0.26,0.77,0.58,0.8,0.88,0.82,3.53,4.4,4.05,7.18,2.84,2.44,4.83
EPS in Rs,0.42,1.24,0.93,1.28,1.41,1.32,5.66,7.06,6.5,11.52,4.56,3.91,7.75
