,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,15.35,13.11,13.56,10.53,10.32,12.14,17.88,11.19,12.56,15.62,13.52,10.18,13.41
Expenses,12.19,10.25,10.51,9.16,9.2,10.93,16.97,10.62,11.54,15.17,11.17,9.02,10.38
Operating Profit,3.16,2.86,3.05,1.37,1.12,1.21,0.91,0.57,1.02,0.45,2.35,1.16,3.03
OPM %,20.59,21.82,22.49,13.01,10.85,9.97,5.09,5.09,8.12,2.88,17.38,11.39,22.6
Other Income,0.28,0.25,0.17,0.5,0.29,0.02,0.28,0.05,-0.16,0.43,0.62,0.36,0.32
Interest,0.08,0.05,0.25,0.11,0.15,0.16,0.4,0.26,0.32,0.1,0.13,0.27,0.35
Depreciation,0.25,0.26,0.28,0.26,0.26,0.26,0.24,0.25,0.25,0.27,0.3,0.27,0.27
Profit before tax,3.11,2.8,2.69,1.5,1.0,0.81,0.55,0.11,0.29,0.51,2.54,0.98,2.73
Tax %,27.65,27.5,43.49,29.33,29.0,24.69,16.36,27.27,27.59,27.45,29.53,27.55,27.84
Net Profit,2.25,2.03,1.52,1.07,0.71,0.61,0.46,0.08,0.21,0.37,1.78,0.71,1.97
EPS in Rs,3.61,3.26,2.44,1.72,1.14,0.98,0.74,0.13,0.34,0.59,2.86,1.14,3.16
