,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,2,2,2,2,2,2,2,8,13,13,13,13,44
Reserves,1,3,4,5,5,6,9,6,16,14,15,23,33
Borrowings,17,24,39,41,34,35,27,25,23,25,30,32,22
Other Liabilities,18,19,25,25,21,32,44,42,60,62,45,58,52
Total Liabilities,38,48,71,73,63,75,82,81,112,113,103,125,152
Fixed Assets,9,8,7,6,4,4,4,2,1,1,2,3,31
CWIP,0,0,0,0,0,0,0,0,0,1,0,2,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,29,41,63,67,58,71,78,79,111,112,101,120,121
Total Assets,38,48,71,73,63,75,82,81,112,113,103,125,152
