,2019-03-01,2019-09-01,2020-03-01,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,31.86,32.34,32.34,32.34,32.34,28.06,28.14,27.6,27.58,22.82,21.28,21.28
Public,68.14,67.66,67.66,67.66,67.66,71.94,71.86,72.4,72.42,77.18,78.72,78.72
No. of Shareholders,270.0,255.0,245.0,240.0,239.0,263.0,220.0,347.0,482.0,899.0,4074.0,6790.0
