,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,31.86,31.86,32.34,32.34,28.14,22.82,21.28
Public,68.14,68.14,67.66,67.66,71.86,77.18,78.72
No. of Shareholders,305.0,270.0,245.0,239.0,220.0,899.0,6790.0
