,2014-03-01,2015-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,2.77,5.0,-1.94,-0.09
Cash from Investing Activity,,,-0.6000000000000001,-1.72,-1.21,-9.23
Cash from Financing Activity,,,-1.84,-1.99,1.57,9.36
Net Cash Flow,,,0.33,1.28,-1.58,0.04
