,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,69.19,71.56,71.68,72.23,72.31,72.38,66.74,66.74
FIIs,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
DIIs,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
Public,30.81,28.44,28.32,27.76,27.69,27.61,33.27,33.25
No. of Shareholders,9181.0,8646.0,8025.0,7330.0,8977.0,10800.0,10548.0,9561.0
