,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,52.8,52.8,53.13,53.13,53.13,53.13,53.13
FIIs,1.0,1.0,1.0,1.0,0.0,0.2,0.18
Public,46.2,46.2,45.87,45.87,46.87,46.66,46.68
No. of Shareholders,420.0,530.0,502.0,442.0,471.0,495.0,507.0
