,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.52,60.52,60.78,60.79,60.8,60.82,60.82,60.82
Government,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0
Public,39.48,38.63,39.22,39.21,39.2,39.18,39.19,39.18
No. of Shareholders,4683.0,5619.0,5544.0,5199.0,5155.0,5453.0,5137.0,6216.0
