,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,17.19,14.12,20.34,19.87,15.99,23.01,21.56,22.56,31.9,32.09,23.57,18.17,20.30
Expenses,11.14,9.51,15.56,15.69,12.72,20.31,21.69,18.6,26.1,27.4,18.63,14.72,16.93
Operating Profit,6.05,4.61,4.78,4.18,3.27,2.7,-0.13,3.96,5.8,4.69,4.94,3.45,3.37
OPM %,35.19,32.65,23.5,21.04,20.45,11.73,-0.6,17.55,18.18,14.62,20.96,18.99,16.60
Other Income,0.36,0.38,0.19,1.16,1.24,2.32,2.54,1.33,2.37,3.76,3.53,5.51,5.78
Interest,2.83,3.27,3.37,3.08,3.24,3.69,4.45,3.64,2.7,2.27,2.39,1.98,1.67
Depreciation,1.1,1.04,0.87,0.85,0.81,0.8,0.82,0.84,1.02,0.83,0.57,0.5,0.43
Profit before tax,2.48,0.68,0.73,1.41,0.46,0.53,-2.86,0.81,4.45,5.35,5.51,6.48,7.05
Tax %,28.63,33.82,87.67,35.46,97.83,60.38,-8.39,-62.96,19.55,26.54,25.05,17.59,
Net Profit,1.77,0.44,0.1,0.9,0.01,0.2,-3.1,1.32,3.59,3.92,4.14,5.34,6.46
EPS in Rs,3.2,0.8,0.18,1.63,0.02,0.36,-5.61,2.39,6.19,5.39,5.69,7.34,8.88
