,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,224.0,237.0,248.0,274.0,306.0,329.0,343.0,375.0,398.0,400.0,404.0,407.0,457.0
Expenses,189.0,199.0,217.0,237.0,257.0,284.0,302.0,329.0,344.0,342.0,350.0,354.0,375.0
Operating Profit,35.0,38.0,31.0,36.0,49.0,45.0,42.0,46.0,54.0,57.0,54.0,53.0,82.0
OPM %,16.0,16.0,12.0,13.0,16.0,14.0,12.0,12.0,14.0,14.0,13.0,13.0,18.0
Other Income,6.0,3.0,5.0,25.0,6.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,0.0
Interest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
Depreciation,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,17.0
Profit before tax,33.0,33.0,28.0,54.0,47.0,41.0,37.0,39.0,45.0,48.0,48.0,46.0,62.0
Tax %,19.0,12.0,13.0,15.0,19.0,20.0,21.0,19.0,19.0,14.0,25.0,68.0,29.0
Net Profit,27.0,29.0,25.0,46.0,38.0,33.0,30.0,32.0,37.0,41.0,36.0,14.0,44.0
EPS in Rs,2.26,2.45,2.08,3.86,3.14,2.77,2.51,2.69,3.11,3.5,3.03,1.22,3.72
