,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.07,58.07,58.07,58.07,58.07,58.07,58.07,58.07
Public,41.93,41.93,41.93,41.93,41.93,41.93,41.93,41.92
No. of Shareholders,941.0,937.0,935.0,936.0,988.0,1389.0,1401.0,1440.0
