,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49,14.49
Reserves,17.89,16.32,12.81,9.29,6.77,6.24,7.34,-7.31,-10.62,-11.53,-11.62,-11.21,-10.82
Borrowings,31.08,27.66,23.56,20.18,14.32,13.18,9.87,9.94,9.15,9.63,10.46,8.99,8.7
Other Liabilities,11.97,13.72,13.61,11.46,8.43,8.4,7.35,6.4,7.69,7.62,6.58,7.16,6.96
Total Liabilities,75.43,72.19,64.47,55.42,44.01,42.31,39.05,23.52,20.71,20.21,19.91,19.43,19.33
Fixed Assets,41.05,33.85,25.45,20.96,15.23,13.34,11.47,8.73,7.73,6.9,6.11,5.15,7.02
CWIP,4.02,4.02,4.04,4.08,2.08,2.1,2.1,2.1,2.1,2.1,2.1,2.1,0.0
Investments,0.09,0.08,0.08,0.07,0.07,0.11,0.11,0.04,0.03,0.03,0.04,0.04,0.04
Other Assets,30.27,34.24,34.9,30.31,26.63,26.76,25.37,12.65,10.85,11.18,11.66,12.14,12.27
Total Assets,75.43,72.19,64.47,55.42,44.01,42.31,39.05,23.52,20.71,20.21,19.91,19.43,19.33
