,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.11,73.11,73.11,73.11,73.11,73.11,73.1,73.1
Government,0.0,0.0,0.0,1.65,1.65,1.65,0.0,0.0
Public,26.89,26.89,26.89,25.24,25.24,25.24,26.89,26.89
No. of Shareholders,5625.0,5375.0,5321.0,4529.0,4518.0,4560.0,4585.0,4638.0
