,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
Reserves,0.73,0.74,0.74,0.76,0.0,0.0,0.01,0.04,0.02,0.03,0.05,-0.19,-0.29
Borrowings,2.32,2.32,2.32,2.32,0.0,0.0,2.73,2.72,2.7,2.71,0.0,0.1,0.19
Other Liabilities,1.12,1.16,1.24,1.18,3.49,2.88,0.01,0.01,0.01,0.02,0.01,0.01,0.02
Total Liabilities,8.62,8.67,8.75,8.71,7.94,7.33,7.2,7.22,7.18,7.21,4.51,4.37,4.37
Fixed Assets,1.18,1.71,1.1,1.07,0.18,0.16,0.14,0.12,0.1,0.09,0.08,0.01,0.0
CWIP,6.78,6.86,6.94,6.96,7.57,7.03,7.03,7.04,7.04,7.04,4.31,4.31,4.31
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,0.66,0.1,0.71,0.68,0.19,0.14,0.03,0.06,0.04,0.08,0.12,0.05,0.06
Total Assets,8.62,8.67,8.75,8.71,7.94,7.33,7.2,7.22,7.18,7.21,4.51,4.37,4.37
