,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,124.0,67,68,137,117,95
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,124.0,67,68,137,117,95
Working Capital Days,38.0,7,16,18,48,31
ROCE %,,71,84,-1,25,77
