,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,205.1,216.18,206.51,174.37,172.42,200.03,233.11,208.48,201.1,197.12,316.28,247.52,248.22
Expenses,183.51,187.6,188.43,164.82,160.34,181.28,221.34,197.03,192.85,190.79,266.1,226.39,231.07
Operating Profit,21.59,28.58,18.08,9.55,12.08,18.75,11.77,11.45,8.25,6.33,50.18,21.13,17.15
OPM %,10.53,13.22,8.76,5.48,7.01,9.37,5.05,5.49,4.1,3.21,15.87,8.54,6.91
Other Income,0.99,1.63,2.57,-42.9,2.89,2.57,2.62,2.58,0.62,1.23,2.67,1.57,0.95
Interest,6.63,7.58,7.45,7.32,6.04,5.58,7.4,5.98,6.55,6.74,8.07,8.09,9.09
Depreciation,10.3,12.74,11.44,11.13,11.18,11.59,9.3,11.04,10.79,11.02,10.97,10.61,11.13
Profit before tax,5.65,9.89,1.76,-51.8,-2.25,4.15,-2.31,-2.99,-8.47,-10.2,33.81,4.0,-2.12
Tax %,25.49,20.63,48.86,6.35,6.22,15.42,-176.19,14.05,19.13,5.2,23.69,64.0,-115.09
Net Profit,4.21,7.85,0.9,-48.51,-2.11,3.52,-6.37,-2.57,-6.86,-9.67,25.79,1.45,-4.56
EPS in Rs,5.91,5.55,0.84,-26.9,-0.5,2.73,-4.94,-1.99,-5.32,-7.5,20.02,1.13,-3.54
